o32070982,t10001871,2021/9/7,54868,58401831,1,F
o79701521,t10010950,2019/12/3,92218,36998117,1,F
o20314340,t10011471,2021/9/25,13756,99213742,2,T
o81366526,t10010716,2021/4/23,75945,66694763,3,T
o61358852,t10007242,2020/2/4,71582,47474620,5,T
o69917662,t10007004,2020/2/24,67135,52627354,2,F
o54114471,t10007359,2021/8/22,77015,95143204,6,F
o40143718,t10007971,2019/12/6,76516,30265942,5,T
o27007409,t10003289,2019/12/22,82298,35333970,3,T
o62169844,t10002824,2021/7/13,44547,27806227,1,F
o89685156,t10007299,2020/5/17,72080,47128503,10,T
o67195308,t10009668,2020/2/8,12101,47481769,2,F
o59713267,t10005655,2020/6/24,10279,35390226,6,T
o82421476,t10001934,2020/4/24,92063,71977805,2,F
o14756419,t10012305,2019/11/30,87424,64715315,2,F
o61544441,t10010303,2021/3/31,83158,65755894,7,T
o45749637,t10010192,2020/10/9,55549,47148193,2,F
o35092063,t10010814,2021/11/24,50898,66501115,10,F
o71880027,t10009416,2020/7/23,78378,52678907,1,T
o11858221,t10010953,2020/3/7,14601,35395055,4,T
o49194867,t10008033,2021/6/15,68506,53908566,6,F
o61431024,t10001957,2019/11/23,11232,51765479,7,T
o19407316,t10008095,2020/10/11,27956,31726318,6,F
o78609854,t10008921,2021/10/5,52595,18016458,9,T
o73548338,t10012297,2020/1/30,45274,54395501,1,T
o33848868,t10011124,2021/1/13,93875,82610670,9,F
o79552002,t10001252,2021/3/16,51667,75026243,4,T
o69923101,t10010362,2020/4/10,62976,45226546,1,F
o98061528,t10000948,2020/3/10,42349,73330407,7,F
o60573654,t10011520,2021/6/23,15886,49035634,1,T
o64289308,t10001304,2021/4/17,32574,41353707,7,F
o62396765,t10003160,2021/8/13,24231,31941101,7,F
o17993943,t10006854,2020/10/25,55408,70192117,2,F
o23615874,t10007710,2020/11/11,65333,81879291,9,T
o60583533,t10009635,2021/10/27,13201,34451945,3,T
o32598541,t10004913,2020/2/9,34948,30821788,8,T
o64353646,t10002980,2021/7/6,76597,64416671,8,T
o20450700,t10008330,2019/12/30,12984,68665151,10,F
o63351582,t10007392,2020/12/6,58617,78997278,10,T
o34488808,t10010319,2020/6/19,50254,31455701,1,T
o65900406,t10007990,2020/10/16,41147,68885661,7,F
o19340574,t10004464,2021/1/26,85895,87154413,10,F
o25099580,t10009783,2019/11/9,48166,23421832,5,F
o34979260,t10001770,2020/3/12,20389,67384526,9,F
o43615110,t10001574,2020/2/7,99139,37361891,9,F
o80199939,t10002599,2021/5/1,60140,96807247,4,T
o33941512,t10010114,2021/1/26,96268,96537399,9,T
o95050996,t10004318,2021/2/8,83213,52112074,7,F
o78563639,t10003906,2021/7/28,89479,27998526,3,F
o69195449,t10002729,2020/7/2,26662,90072999,7,F
o52555635,t10010100,2020/11/1,88583,89135557,2,T
o11205171,t10007714,2020/11/28,29061,95798488,2,F
o83824608,t10005545,2021/8/8,35879,55448579,2,T
o66049773,t10002718,2021/4/5,50288,66857794,7,T
o41822352,t10009469,2020/10/28,82868,60473225,6,F
o68299346,t10005851,2021/4/26,59444,73351255,10,F
o69998789,t10006973,2020/8/26,25730,85255475,6,F
o42217557,t10006145,2019/11/24,32657,78992772,8,T
o47983348,t10002885,2021/3/14,30812,37470978,8,F
o55658246,t10002420,2019/12/19,76729,49992637,2,T
o26516734,t10008277,2021/10/20,46406,97352861,4,T
o37030641,t10008487,2020/11/29,21704,39635989,7,T
o94634588,t10007675,2021/3/5,43155,93093416,7,T
o24625139,t10007749,2020/3/12,41153,94415277,1,F
o37126946,t10009540,2021/3/22,62667,54137951,1,T
o90859300,t10005320,2021/3/3,57365,68576220,8,F
o71403367,t10000201,2020/7/4,22575,83193737,7,F
o81976580,t10011113,2020/5/27,85751,69913843,6,T
o73648207,t10010432,2020/6/4,27888,72969022,5,T
o20907896,t10000891,2019/12/3,11177,54927822,3,F
o20231795,t10005340,2021/3/8,41246,88269935,2,F
o61260789,t10004233,2019/12/30,39343,78657023,7,F
o84285648,t10005402,2020/12/29,36827,31906463,9,T
o68977969,t10002038,2021/6/1,88421,51890585,1,F
o60761504,t10001458,2021/5/2,37770,62104439,2,F
o42432175,t10009071,2021/4/30,54517,37532914,9,T
o24322754,t10011283,2020/8/19,53061,42056837,8,T
o26743987,t10003118,2020/11/1,65330,70298891,3,F
o31684326,t10010479,2020/11/6,38715,53303697,10,F
o41577700,t10011859,2020/5/28,48267,65481053,3,T
o79409791,t10012425,2021/9/4,88067,45316832,4,F
o20325190,t10000263,2019/12/31,45201,75539557,7,T
o90361230,t10011837,2020/5/7,13667,65874179,1,F
o99938506,t10007923,2019/12/27,70735,87916129,1,F
o42937687,t10006331,2020/5/30,86128,52079370,10,T
o59042346,t10006190,2020/9/3,56145,93713762,6,F
o75017615,t10001315,2021/4/2,58523,91462856,7,T
o33875507,t10004164,2021/1/22,52512,79380730,2,T
o76682698,t10010636,2020/4/26,15289,71500222,3,T
o14868696,t10000395,2019/12/23,23186,33679384,3,T
o56801228,t10007294,2019/11/8,35069,33521647,5,F
o62800713,t10005859,2021/9/6,84537,16388488,8,T
o53286139,t10010988,2021/12/25,33202,74079973,7,F
o16046802,t10011437,2020/7/11,74235,56414279,6,T
o65915928,t10008695,2021/3/19,37480,23187746,5,F
o33828781,t10003613,2020/11/5,53963,25171508,6,F
o34602159,t10007065,2020/12/15,84677,61610960,9,T
o20480182,t10001559,2020/10/29,91369,18753259,10,F
o62502958,t10005471,2019/12/11,63211,21429827,1,T
o24748324,t10008965,2020/6/30,82477,57664664,4,T
o14715041,t10001458,2021/1/6,59535,94190375,4,T
o78830450,t10007661,2021/3/18,53282,65599227,4,T
o68748246,t10011986,2021/7/25,95968,10683410,7,F
o79566678,t10005395,2019/12/6,22217,82042929,1,F
o20297146,t10004622,2021/11/19,74892,35674250,4,T
o55719943,t10006971,2019/11/13,55064,90644403,5,F
o50697253,t10011777,2021/2/15,67396,46882353,9,T
o94276241,t10004834,2020/12/8,49995,93362752,7,T
o79857859,t10010688,2020/1/8,33107,23999921,6,F
o49241099,t10006941,2020/7/27,57442,76328796,10,F
o18887342,t10001430,2019/12/3,35334,91583756,7,F
o38333597,t10007880,2021/1/4,57014,57917889,7,T
o54770916,t10012215,2020/4/10,45448,52061945,8,F
o51329290,t10002091,2020/2/9,97285,32116812,6,T
o63355520,t10011315,2020/8/1,51259,71340793,6,T
o60112795,t10002092,2021/11/23,43241,93193125,8,F
o28186820,t10008356,2020/6/1,75140,83836212,7,F
o41791231,t10003125,2020/2/13,58509,94150456,9,T
o94278633,t10007338,2021/1/27,84527,89360948,7,F
o66012894,t10008733,2020/3/5,28381,27824377,10,T
o63106005,t10000907,2020/4/26,61203,61160977,6,F
o75344908,t10006051,2021/7/24,84177,34427947,7,F
o31694478,t10011987,2021/11/9,63988,79171814,5,T
o15206789,t10010233,2019/12/12,84171,24661043,1,F
o99781867,t10008344,2021/9/30,10306,79742359,6,F
o99832396,t10003484,2021/10/4,78920,44901027,10,F
o16138517,t10011530,2020/11/27,49219,46072005,7,T
o80215331,t10007260,2019/12/20,24724,72930715,6,T
o23672843,t10007774,2020/1/4,41650,28397691,7,F
o44042824,t10004716,2020/6/14,37849,33377404,1,T
o51112548,t10002061,2021/1/6,97577,51723579,2,F
o43456918,t10012563,2021/10/23,87972,44343205,8,T
o31378384,t10001787,2021/10/9,29647,79782459,8,F
o66545387,t10011421,2020/1/7,55348,94724031,6,F
o40777885,t10010847,2021/11/26,29970,84187294,8,F
o75804656,t10010884,2020/5/22,72597,34609312,2,F
o19133777,t10006781,2020/4/24,26541,69830685,1,F
o36909928,t10006140,2020/11/25,83791,60314550,8,F
o39101238,t10001673,2019/11/7,92552,48387233,4,F
o99039725,t10010907,2021/1/8,15089,65340121,2,F
o49269315,t10011825,2020/5/10,83804,99593075,3,T
o16038441,t10007663,2020/4/24,20599,81943131,3,F
o59962136,t10005906,2020/1/28,81394,58802989,6,T
o83784151,t10002943,2021/12/5,57393,43729687,9,T
o66850486,t10008764,2021/5/14,25255,90373269,8,F
o45499207,t10005836,2021/9/20,37168,20579390,2,F
o23589454,t10011529,2021/10/9,68600,27730630,2,T
o90545099,t10012133,2019/11/6,71536,63444355,1,F
o55379456,t10002435,2021/7/2,96912,93471412,8,T
o88622122,t10006215,2021/10/12,86811,62311950,8,F
o70836030,t10009487,2020/4/19,63486,46555058,1,F
o29439487,t10010349,2020/10/31,64238,40972405,5,F
o22312668,t10006944,2021/1/24,61001,61674484,9,F
o46381043,t10006868,2020/4/17,22817,44219626,9,T
o10243661,t10012093,2020/2/1,69387,11682511,6,F
o46849302,t10008387,2021/1/24,62946,68705156,6,T
o11534870,t10004753,2021/11/6,27886,69373882,9,F
o80547134,t10002511,2019/12/2,91042,32418537,4,F
o28201785,t10002262,2021/2/1,49697,67893184,6,F
o42732805,t10005515,2021/1/31,58471,68592394,10,T
o37375494,t10005971,2020/7/21,43167,22261541,7,T
o66786351,t10008426,2021/6/22,98737,89229933,6,F
o85399540,t10000705,2019/12/16,87214,23817500,8,F
o99724455,t10004978,2020/2/11,24962,33405744,5,T
o70074763,t10005842,2021/5/4,41902,52651794,7,T
o12176600,t10006413,2020/4/9,17049,67097619,1,F
o98729731,t10003397,2021/3/5,38192,79832678,2,F
o38255255,t10005844,2020/5/10,73249,97342533,2,F
o78984164,t10002852,2020/12/18,18689,19951466,3,T
o80986741,t10012383,2021/12/19,13096,86478053,2,T
o57551302,t10010857,2020/2/27,18233,80396456,3,F
o84120932,t10000395,2021/12/4,76226,13136448,1,F
o21663646,t10008009,2021/11/22,70272,47051901,4,F
o74452906,t10009067,2020/11/8,86136,61642305,6,F
o75600660,t10007012,2020/12/8,96885,33896057,8,F
o70194768,t10007670,2021/1/25,47123,25913644,2,T
o48680812,t10006579,2020/9/26,51529,76690590,5,T
o50948272,t10000459,2021/2/5,70916,28054931,2,T
o30502978,t10012579,2021/2/7,90750,40779612,2,T
o23002007,t10004302,2020/11/27,61124,87776942,3,T
o67024566,t10009733,2020/3/25,27643,56178498,5,F
o19920428,t10007380,2021/4/3,46693,97507492,1,T
o21189734,t10001094,2021/8/19,98673,31976198,3,T
o55706048,t10003107,2021/4/16,22046,34787418,7,F
o65035766,t10011419,2021/2/20,57308,38392092,5,F
o98712746,t10001053,2021/12/5,74440,12251222,9,F
o70697207,t10000359,2021/2/2,16553,84661994,1,T
o61064871,t10010927,2021/3/19,70898,48254425,6,T
o96000062,t10004920,2020/4/16,48221,33378799,10,F
o83216244,t10004299,2021/5/22,25517,23991697,3,T
o27095104,t10005499,2021/10/20,73210,65026583,10,F
o99975336,t10005557,2021/8/30,26768,58114638,2,F
o52163867,t10006062,2021/8/17,67158,33913871,4,F
o55851094,t10009333,2021/8/24,98273,48373624,3,F
o22933930,t10000593,2020/6/9,42452,39086314,4,F
o41379595,t10011059,2021/10/5,13701,99272312,8,T
o40329793,t10006243,2020/4/2,69437,37475042,5,F
o81201258,t10012239,2021/8/16,79828,12169275,10,F
o38903264,t10006094,2021/12/24,36229,65397412,4,F
o71885676,t10007375,2020/11/20,62936,59965317,2,F
o29810060,t10012301,2020/11/24,44317,25008731,8,T
o87776796,t10001407,2021/7/15,43812,54521115,7,T
o90430595,t10000033,2020/2/1,48872,22329280,10,T
o90673387,t10010207,2021/4/21,46460,58597660,7,F
o21019748,t10009878,2020/5/21,49098,71821198,4,T
o14779877,t10008835,2019/11/26,62968,59393467,4,T
o96873628,t10006965,2019/11/3,78313,28339133,6,F
o78934539,t10011234,2021/3/8,66813,70158504,2,F
o16426620,t10005596,2021/7/31,42722,20570366,9,F
o42236785,t10005693,2020/12/1,55284,13319071,1,F
o23436152,t10002544,2021/4/15,21129,70279246,8,F
o74503238,t10005096,2021/7/31,20401,33211078,5,T
o59084391,t10012095,2020/5/29,18568,61576426,5,T
o63945855,t10010202,2021/1/23,65583,18513804,6,T
o58817799,t10001109,2021/1/23,23524,49722461,10,F
o15000757,t10011620,2021/11/5,78325,97561223,8,T
o74951171,t10001526,2020/10/21,66894,52164103,2,T
o48826183,t10005811,2021/2/24,26130,59796765,2,F
o21117094,t10009314,2019/12/3,80715,64990002,8,T
o34504022,t10008888,2021/8/8,38301,31255581,4,F
o86607937,t10010285,2019/12/15,71673,38302180,2,F
o21936909,t10003097,2019/12/6,80152,40706293,6,F
o10603815,t10009012,2020/12/3,43562,30834297,7,F
o50578702,t10006902,2020/9/7,58897,82458569,10,T
o29184032,t10000940,2020/11/24,38890,58735318,4,T
o62984200,t10000488,2019/12/4,56803,66939733,7,F
o44413558,t10010233,2021/7/17,47358,61385823,1,F
o54866978,t10001477,2021/11/25,24274,43582916,5,F
o73040509,t10004297,2021/8/5,95514,32103914,5,F
o14049295,t10002103,2020/3/15,91446,65038672,3,F
o27784019,t10006403,2019/12/26,98286,91850380,10,T
o83541014,t10002701,2021/12/7,91547,39286201,5,F
o48320591,t10012061,2020/3/7,29901,33175294,8,F
o39300204,t10009087,2020/5/10,52451,22160179,1,F
o59317745,t10000227,2021/12/7,42147,44332896,10,F
o68544432,t10008497,2020/5/13,71926,95498647,2,T
o73231174,t10000271,2020/10/24,23844,24685183,7,T
o69920775,t10006209,2021/2/3,89551,29384822,2,T
o88014476,t10010707,2020/3/27,58000,75837413,6,T
o18948291,t10007459,2021/11/4,84731,16931444,2,T
o96424484,t10006849,2021/3/21,22644,77471713,9,T
o52026363,t10010622,2020/9/18,95715,91996213,4,F
o73125385,t10010641,2021/1/14,70305,54275410,5,T
o39780021,t10008913,2021/5/24,47955,80130100,7,T
o10768103,t10006163,2020/5/1,22331,62607922,2,F
o31879605,t10003375,2021/8/9,39458,78079363,5,T
o41891777,t10006364,2020/1/2,68035,73588132,9,F
o44276167,t10009735,2020/5/22,64171,59073748,5,T
o71266578,t10005358,2020/5/21,38319,68485219,2,T
o73334962,t10003326,2020/4/15,34914,79331686,2,F
o84143632,t10004063,2021/6/24,25357,79108736,7,T
o24599829,t10007318,2021/5/28,66283,94281472,5,T
o19768106,t10003622,2021/6/23,94225,40066057,8,F
o37428195,t10005970,2020/11/25,77747,83387950,6,T
o42689661,t10005060,2021/3/26,63401,45530419,7,F
o95034768,t10000406,2020/10/3,93952,71978873,9,F
o97918218,t10000219,2020/11/19,94080,43184026,7,T
o97864608,t10005155,2021/1/1,87259,35182652,3,F
o21687161,t10010694,2021/6/13,59631,55251626,10,F
o16372550,t10006368,2021/9/10,14956,30235780,2,T
o35161443,t10003309,2019/11/25,23863,11006453,7,T
o16862707,t10001767,2019/12/2,94184,53384648,6,T
o51906924,t10011084,2020/3/23,42741,41168006,10,F
o14275024,t10010052,2021/3/15,49712,14330435,3,T
o68263479,t10010426,2020/2/18,16335,98332960,4,T
o43947092,t10007180,2020/5/5,86411,23430736,10,T
o16583045,t10005498,2021/4/15,49039,26932770,8,F
o90125591,t10006329,2020/7/23,32832,81338997,9,F
o84558039,t10007498,2020/3/10,23382,29757876,10,F
o38875857,t10010277,2021/7/18,76548,32876623,3,F
o87335739,t10009059,2021/9/2,61726,56806396,1,F
o61742766,t10002816,2020/10/9,41533,99713156,9,T
o15044662,t10010647,2021/9/19,40030,61366124,1,T
o98006712,t10009497,2020/1/18,22950,20471498,7,T
o75961021,t10010854,2020/5/6,21839,67480474,1,F
o30557782,t10001410,2020/10/11,77528,37090169,4,T
o47248215,t10005747,2020/7/15,53132,98730369,3,F
o26316264,t10004928,2020/4/14,81351,50826860,10,F
o28751400,t10011897,2020/10/29,25796,90950789,4,T
o56632471,t10000021,2020/4/17,39164,21750578,6,F
o34765555,t10002747,2021/7/22,31447,58408713,5,F
o94303939,t10000735,2020/1/15,62589,14540587,3,T
o49631014,t10007311,2020/9/4,29898,58933735,7,T
o63176820,t10002194,2021/3/20,67386,60664158,9,T
o86055636,t10010543,2021/7/23,83763,62662752,4,F
o32678093,t10012274,2021/7/31,59892,55650943,1,F
o50629289,t10009897,2020/4/30,89082,65704841,1,T
o80729617,t10007971,2021/12/29,77153,32724939,8,T
o96447379,t10008457,2020/9/10,92130,62967210,4,F
o86707791,t10011413,2021/1/20,67043,27112539,10,T
o11648559,t10005325,2020/3/23,38024,19455927,8,T
o62342921,t10011584,2021/5/29,31831,90672851,8,F
o20231753,t10011233,2020/12/24,99480,70111474,9,F
o83505728,t10005556,2020/4/14,92552,66142990,7,F
o63100169,t10000084,2019/11/29,13797,72190162,7,T
o59448043,t10004605,2021/8/25,59748,58198949,7,F
o43468743,t10000222,2021/10/10,99705,74095689,5,T
o66676038,t10001249,2020/3/30,71362,42136528,5,T
o89889018,t10005759,2020/2/1,43918,44289151,1,F
o33916606,t10005942,2020/10/21,37400,88981587,2,T
o75306654,t10000006,2021/2/19,83543,26955072,1,F
o27590432,t10007628,2020/11/4,90758,24131079,3,T
o50732942,t10009638,2021/9/26,68001,50888368,10,T
o46238591,t10007140,2021/9/6,30027,33379693,4,T
o76350179,t10009008,2021/8/31,45625,58647637,6,F
o71846539,t10003589,2021/6/8,97214,77284995,4,F
o64697469,t10000367,2020/8/22,19599,63249496,1,F
o59661743,t10011403,2021/1/23,18698,17542495,10,F
o61236287,t10007376,2021/8/27,91845,51559702,6,F
o22282480,t10001809,2020/7/23,34182,57772979,2,F
o36187019,t10011716,2021/3/30,86104,66855216,1,F
o22153586,t10004761,2021/4/15,12156,53349685,7,T
o23108984,t10010671,2020/7/3,82137,95151053,6,F
o74532507,t10000022,2021/11/21,14777,71006730,2,F
o28771437,t10004907,2021/1/15,47408,15043101,7,F
o68054606,t10003938,2019/11/21,10024,65905675,2,F
o25482218,t10008317,2021/6/14,88966,70766537,7,F
o35354624,t10001180,2019/11/12,71608,15416232,7,F
o23123347,t10000979,2021/7/23,27126,18504786,9,F
o50590005,t10009974,2020/7/15,59372,48178158,7,F
o57785436,t10007807,2021/10/1,73115,29855769,10,F
o22011706,t10005108,2019/12/17,77661,93565818,5,T
o83196629,t10003053,2021/2/11,30406,43424310,4,F
o64558074,t10010621,2021/8/5,80784,79494278,8,F
o78331371,t10007268,2020/9/11,87787,54090618,9,F
o42553110,t10004517,2021/1/27,98724,94453041,1,F
o41880554,t10010823,2020/11/2,62740,26002781,8,T
o74709708,t10002944,2021/5/21,94925,18620452,4,T
o42465420,t10007699,2020/9/29,61064,94076069,5,T
o52511255,t10007696,2021/1/25,91644,51273123,2,T
o63614430,t10003023,2020/4/4,66299,80458731,2,T
o44955364,t10001033,2021/1/12,67412,83718637,6,T
o31432419,t10007630,2021/12/15,55942,27964371,1,T
o74896798,t10011587,2020/5/2,16786,29822804,4,T
o46901553,t10010334,2021/5/27,23448,62080925,4,T
o20404919,t10000087,2020/11/2,90054,94598799,8,F
o18041817,t10001907,2020/6/26,22736,49415610,7,F
o79253876,t10000391,2021/5/8,65587,38520045,1,T
o46991410,t10007896,2020/8/6,82464,47387093,5,F
o78867142,t10011565,2021/9/23,31488,52728834,7,F
o24134968,t10005752,2021/2/19,89090,90463837,6,T
o71350937,t10010662,2021/6/14,54165,16331621,2,T
o69746306,t10004575,2020/1/1,98804,79146418,7,T
o17633596,t10009280,2021/8/13,59980,56107502,7,F
o45789755,t10004825,2020/5/11,71519,42855359,5,T
o49130613,t10002732,2020/9/19,63310,89529476,10,T
o48641064,t10007614,2020/1/4,44061,72539812,9,T
o10017649,t10010065,2020/11/7,18142,13685226,5,T
o18695190,t10009542,2020/10/6,27357,66091451,3,F
o74022265,t10006285,2020/2/2,90709,75621985,4,T
o52058621,t10011497,2021/2/5,93535,74790033,1,T
o88554001,t10005705,2021/6/15,45440,34798066,7,F
o19677444,t10012269,2021/12/13,33720,43823019,5,F
o48209668,t10011840,2021/3/13,46027,83774064,10,T
o34009650,t10001686,2020/11/12,74542,21901362,9,T
o29839739,t10000483,2020/7/20,37537,63653369,5,F
